Year,Team Number,City,State,Country,Team Name,latitude,longitude
2007,2183,Boutte,Louisiana,USA,2183: Tigerbots,29.9015198,-90.3866119
2007,2185,Toronto,Ontario,Canada,2185: RAMAZOIDZ,43.6573982,-79.4328003
2007,2186,Chantilly,Virginia,USA,2186: Dogs of Steel,38.8835983,-77.4397507
2007,2187,Conway,South Carolina,USA,2187: Team Volt,33.8345985,-79.0506287
2007,2190,Petal,Mississippi,USA,2190: Team Hero,31.3466797,-89.2630768
2007,2191,Hamilton,New Jersey,USA,2191: Flux Core,40.2303581,-74.7238617
2007,2194,Fond du Lac,Wisconsin,USA,2194: Fondy Fire,43.7730217,-88.4470901
2007,2197,New Carlisle,Indiana,USA,2197: Las Pumas,41.7057686,-86.5136337
2007,2198,Toronto,Ontario,Canada,2198: Paradigm Shift,43.6573982,-79.4328003
2007,2199,Eldersburg,Maryland,USA,2199: Robo-Lions,39.4034195,-76.9510269
2007,2200,Burlington,Ontario,Canada,2200: MMRambotics,43.3737984,-79.7537994
2007,2202,Brookfield,Wisconsin,USA,2202: BEAST Robotics,43.0559998,-88.126358
2007,2204,Alameda,California,USA,2204: Rambots,37.7668304,-122.2453003
2007,2207,White Bear Lake,Minnesota,USA,2207: Bright Bears,45.0826912,-93.0123062
2007,2212,Lod,HaMerkaz (Central),Israel,2212: The Spikes,31.9466991,34.8903008
2007,2213,Nahariya,HaZafon (Northern),Israel,2213: AXIOM,33.0059013,35.094101
2007,2220,Eagan,Minnesota,USA,2220: Blue Twilight,44.8180809,-93.16716
2007,2221,Mandeville,Louisiana,USA,2221: FHS Robodawgs,30.3724995,-90.0791092
2007,2224,DETROIT,Michigan,USA,2224: RoboPhoenix,42.3316803,-83.0479965
2007,2225,Anoka,Minnesota,USA,2225: R.U.S.T,45.1983299,-93.3899689
2007,2227,Fridley,Minnesota,USA,2227: Tigers,45.0850983,-93.2632599
2007,2228,Honeoye Falls,New York,USA,2228: CougarTech,42.9528198,-77.5908432
2007,2230,Herzliya,HaMerkaz (Central),Israel,2230: General Angels,32.0735245,34.8722534
2007,2231,Shoham,HaMerkaz (Central),Israel,2231: Onyxtronix,31.9986992,34.9455986
2007,2232,Anoka,Minnesota,USA,2232: Deus ex Machina,45.1983299,-93.3899689
2007,2234,Newtown Square,Pennsylvania,USA,2234: Alternating Current,39.9891396,-75.4028625
2007,2239,Minnetonka,Minnesota,USA,2239: Technocrats,44.9400597,-93.4673233
2007,2240,Denver,Colorado,USA,2240: Brute Force,39.7400093,-104.9923019
2007,2246,Johannesburg,Michigan,USA,2246: The Army of Sum,44.9850998,-84.4556427
2007,2252,Milan,Ohio,USA,2252: The Mavericks,41.2980194,-82.6048279
2007,2259,Denver,Colorado,USA,2259: 1/4 Twenties,39.7400093,-104.9923019
2007,2261,Longmont,Colorado,USA,2261: Casa Robotics,40.1639404,-105.100502
2007,2262,Holliston,Massachusetts,USA,2262: Robo-Panthers,42.2002411,-71.4241791
2007,2264,Plymouth,Minnesota,USA,2264: Wayzata Robotics,45.0188103,-93.4757996
2007,2265,Bronx,New York,USA,2265: Fe Maidens,40.8372917,-73.8860092
2007,2283,Mexico City,Distrito Federal,Mexico,2283: Panteras,19.4319496,-99.1331329
2008,2333,Sapulpa,Oklahoma,USA,2333: S.C.R.E.E.C.H.,35.9987907,-96.1081696
2008,2335,Prairie Village,Kansas,USA,2335: Sargon,38.9870682,-94.6303329
2008,2337,Grand Blanc,Michigan,USA,2337: EngiNERDs,42.9274902,-83.6301575
2008,2338,Oswego,Illinois,USA,2338: Gear It Forward,41.6830597,-88.3530197
2008,2339,Lancaster,California,USA,2339: Robolopes,34.6988983,-118.144783
2008,2340,Rochester,New York,USA,2340: Xcentrics,43.1557999,-77.6163177
2008,2341,Shawnee,Oklahoma,USA,2341: Sprockets,35.3320007,-96.9248428
2008,2342,Nashua,New Hampshire,USA,2342: Team Phoenix,42.7586212,-71.4643326
2008,2344,Yonkers,New York,USA,2344: The Saunders Droid Factory,40.932991,-73.8987427
2008,2345,Kearney,Missouri,USA,2345: Animal Control,39.3744583,-94.3623734
2008,2346,Kansas City,Missouri,USA,2346: Cel-Techs,39.102951,-94.5830765
2008,2347,Copiague,New York,USA,2347: Metal Mercs,40.6849899,-73.4008636
2008,2348,Honolulu,Hawaii,USA,2348: Cool Geeks,21.3048496,-157.8577576
2008,2352,Ada,Oklahoma,USA,2352: Metal Mayhem,34.7750587,-96.6786575
2008,2353,Kansas City,Missouri,USA,2353: The Legion,39.102951,-94.5830765
2008,2354,Duncan,Oklahoma,USA,2354: Red River Robotics,34.5018616,-97.9575424
2008,2357,Peculiar,Missouri,USA,2357: System Meltdown,38.7198982,-94.4602585
2008,2358,Lake Zurich,Illinois,USA,2358: Bearbotics,42.1974716,-88.0912628
2008,2359,Edmond,Oklahoma,USA,2359: RoboLobos,35.6548996,-97.4781265
2008,2360,Indianapolis,Indiana,USA,2360: Tech Titan's POWER-Storm,39.7669106,-86.1499634
2008,2363,Newport News,Virginia,USA,2363: Triple Helix,37.0828781,-76.4802322
2008,2367,Mountain View,California,USA,2367: Lancer Robotics,37.3896713,-122.0815964
2008,2370,Rutland,Vermont,USA,2370: iBots,43.6041107,-73.0145874
2008,2373,Fort Cobb,Oklahoma,USA,2373: The Crickets,35.09758,-98.4368591
2008,2374,Portland,Oregon,USA,2374: Crusader Bots,45.5117912,-122.6756287
2008,2375,Phoenix,Arizona,USA,2375: Dragon Robotics,33.4482498,-112.075798
2008,2377,Pasadena,Maryland,USA,2377: C Company,39.1096687,-76.5732727
2008,2382,Colbert,Oklahoma,USA,2382: The Leopard Legion,33.8535385,-96.502327
2008,2383,Plantation,Florida,USA,2383: Ninjineers,26.1273804,-80.2451477
2008,2386,Burlington,Ontario,Canada,2386: Trojans,43.3737984,-79.7537994
2008,2388,Sperry,Oklahoma,USA,2388: Pirate Robotics,36.2962112,-95.9916916
2008,2393,Knoxville,Tennessee,USA,2393: Robotichauns,35.9604912,-83.9209137
2008,2395,Oklahoma City,Oklahoma,USA,2395: OKC 4-H Robotics - Ninja Monkees,35.4720306,-97.5210724
2008,2398,Tahlequah,Oklahoma,USA,2398: Tech Walkers,35.9113617,-94.9726715
2008,2399,Shaker Heights,Ohio,USA,2399: The Fighting Unicorns,41.4701118,-81.5650024
2008,2403,Mesa,Arizona,USA,2403: Plasma Robotics,33.4170418,-111.831459
2008,2404,Altadena,California,USA,2404: TNT,34.1853981,-118.1315308
2008,2405,Fruitport,Michigan,USA,2405: Techno Trojans,43.1293297,-86.1551895
2008,2408,Hazelwood,Missouri,USA,2408: Shrapnel Sergeants,38.7849808,-90.3552933
2008,2410,Overland Park,Kansas,USA,2410: Blue Valley CAPS Metal Mustang Robotics,38.98489,-94.6716766
2008,2411,Portland,Oregon,USA,2411: Rebel @lliance,45.5117912,-122.6756287
2008,2412,Bellevue,Washington,USA,2412: Robototes,47.6100197,-122.187851
2008,2415,Atlanta,Georgia,USA,2415: WiredCats,33.7483101,-84.3911133
2008,2421,Burke,Virginia,USA,2421: RTR Team Robotics,38.7932281,-77.2722778
2008,2423,Watertown,Massachusetts,USA,2423: The KwarQs,42.3676109,-71.1878815
2008,2424,Bixby,Oklahoma,USA,2424: Robot Mafia,35.9432297,-95.8852921
2008,2429,La Ca±ada,California,USA,2429: La Canada Engneerng Cub,37.2551003,-119.6175232
2008,2437,Honolulu,Hawaii,USA,2437: Lancer Robotics,21.3048496,-157.8577576
2008,2438,Honolulu,Hawaii,USA,2438: 'Iobotics,21.3048496,-157.8577576
2008,2439,Wailuku,Hawaii,USA,2439: Bearbotics,20.8876495,-156.502243
2008,2441,Honolulu,Hawaii,USA,2441: Spartechs,21.3048496,-157.8577576
2008,2443,Kahului,Hawaii,USA,2443: Blue Thunder,20.8907509,-156.4671326
2008,2444,Honolulu,Hawaii,USA,2444: Kamehameha RoboWarriors,21.3048496,-157.8577576
2008,2445,Kapolei,Hawaii,USA,2445: RoboKAP,21.3342209,-158.0819244
2008,2449,Tempe,Arizona,USA,2449: Out of Orbit Robotics,33.4255104,-111.9374237
2008,2450,St. Paul,Minnesota,USA,2450: Raiderbots,44.943821,-93.0933228
2008,2451,Saint Charles,Illinois,USA,2451: PWNAGE,41.9137611,-88.3128433
2008,2457,Lawson,Missouri,USA,2457: The Law,39.4358597,-94.2143707
2008,2458,Gladstone,New Jersey,USA,2458: Team Chaos,40.7224998,-74.6655807
2008,2461,OKC,Oklahoma,USA,2461: METAL-SKINS,35.4720306,-97.5210724
2008,2465,Lihue,Hawaii,USA,2465: Kauaibots,21.9748898,-159.3685913
2008,2468,Austin,Texas,USA,2468: Team Appreciate,30.2675896,-97.7429886
2008,2470,Bloomington,Minnesota,USA,2470: Team BJORG,44.8211098,-93.3055573
2008,2471,Camas,Washington,USA,2471: Team Mean Machine,45.5869408,-122.4019928
2008,2472,Circle Pines,Minnesota,USA,2472: Centurions,45.1437416,-93.1544189
2008,2473,Cupertino,California,USA,2473: Goldstrikers,37.3189583,-122.0292816
2008,2474,Niles,Michigan,USA,2474: Excel,41.8284416,-86.2484207
2008,2477,Waipahu,Hawaii,USA,2477: Rascal Robotics,21.3858604,-158.0035095
2008,2478,Mesa,Arizona,USA,2478: Westwood Robotics,33.4170418,-111.831459
2008,2479,Minneapolis,Minnesota,USA,2479: Phoenix,44.9790306,-93.2649307
2008,2480,Minneapolis,Minnesota,USA,2480: Teddies,44.9790306,-93.2649307
2008,2481,Tremont,Illinois,USA,2481: Roboteers,40.5275192,-89.4939499
2008,2484,Woods Cross,Utah,USA,2484: Team Implosion,40.8738594,-111.9020309
2008,2485,San Diego,California,USA,2485: WARLords,32.7156906,-117.1617203
2008,2486,Flagstaff,Arizona,USA,2486: CocoNuts,35.1982002,-111.6512985
2008,2487,Sayville,New York,USA,2487: Mechanical Animals,40.7358284,-73.0772934
2008,2489,Fremont,California,USA,2489: The Insomniacs,37.5509109,-121.9821701
2008,2491,St. Paul,Minnesota,USA,2491: No Mythic,44.943821,-93.0933228
2008,2493,Riverside,California,USA,2493: Robokong,33.9816284,-117.3738785
2008,2495,Hamilton,New Jersey,USA,2495: Hive Mind,40.2303581,-74.7238617
2008,2496,Irvine,California,USA,2496: Tru Blu Robotics,33.6872406,-117.8258209
2008,2498,Minneapolis,Minnesota,USA,2498: BearBotics,44.9790306,-93.2649307
2008,2499,Hibbing,Minnesota,USA,2499: Industrial Revolution,47.421051,-92.9417419
2008,2500,Minneapolis,Minnesota,USA,2500: Herobotics,44.9790306,-93.2649307
2008,2501,North St. Paul,Minnesota,USA,2501: Bionic Polars,45.0114899,-92.9935379
2008,2502,Eden Prairie,Minnesota,USA,2502: Talon Robotics,44.8586617,-93.4601288
2008,2503,Brainerd,Minnesota,USA,2503: Warrior Robotics,46.3531609,-94.2006912
2008,2504,Honolulu,Hawaii,USA,2504: The Governors,21.3048496,-157.8577576
2008,2506,Franklin,Wisconsin,USA,2506: Saber Robotics,42.89748,-88.031189
2008,2508,Stillwater,Minnesota,USA,2508: Armada,45.0567017,-92.8105698
2008,2509,Hutchinson,Minnesota,USA,2509: Tigerbots,44.8905487,-94.3692169
2008,2511,Lakeville,Minnesota,USA,2511: Cougars,44.6570091,-93.2427368
2008,2512,Duluth,Minnesota,USA,2512: Duluth East Daredevils,46.7879601,-92.0998535
2008,2513,Minneapolis,Minnesota,USA,2513: T.E.R.T.O.L.A.,44.9790306,-93.2649307
2008,2515,Marshall,Minnesota,USA,2515: TigerBots,44.4490089,-95.7916718
2008,2518,Inver Grove Heights,Minnesota,USA,2518: Spartans,44.8324203,-93.0626984
2008,2521,Eugene,Oregon,USA,2521: SERT,44.0499191,-123.0885391
2008,2522,Lynnwood,Washington,USA,2522: Royal Robotics,47.8253212,-122.2924423
2008,2523,St. Johnsbury,Vermont,USA,2523: Tech Storm,44.4182281,-72.0207825
2008,2525,Plymouth,Minnesota,USA,2525: The pHalcons,45.0188103,-93.4757996
2008,2526,Maple Grove,Minnesota,USA,2526: Crimson Robotics,45.0982895,-93.4431
2008,2528,Baltimore,Maryland,USA,2528: RoboDoves,39.2905807,-76.6092606
2008,2529,St. Paul,Minnesota,USA,2529: Robohawks,44.943821,-93.0933228
2008,2530,Rochester,Minnesota,USA,2530: Inconceivable,44.0193481,-92.4591522
2008,2531,Chaska,Minnesota,USA,2531: RoboHawks,44.7871895,-93.6018219
2008,2532,Forest Lake,Minnesota,USA,2532: FLASH Power,45.2819099,-92.9841995
2008,2534,Baltimore,Maryland,USA,2534: Lumberjack Robotics,39.2905807,-76.6092606
2008,2537,Columbia,Maryland,USA,2537: Space RAIDers,39.2091599,-76.8673096
2008,2538,Morris,Minnesota,USA,2538: The Plaid Pillagers,45.5864296,-95.9144516
2008,2539,Palmyra,Pennsylvania,USA,2539: Krypton Cougars,40.3116493,-76.5872192
2008,2543,Chula Vista,California,USA,2543: TitanBot,32.6408997,-117.0842819
2008,2544,Harborcreek,Pennsylvania,USA,2544: HCRC,42.161499,-79.9679184
2008,2545,Columbia Heights,Minnesota,USA,2545: Quantum Mechanics,45.0409584,-93.2566223
2008,2549,Minneapolis,Minnesota,USA,2549: Millerbots,44.9790306,-93.2649307
2008,2550,Oregon City,Oregon,USA,2550: Skynet,45.3365097,-122.5927811
2008,2551,Novato,California,USA,2551: Penguin Empire,38.1060715,-122.5678864
2008,2554,Edison,New Jersey,USA,2554: The WarHawks,40.5045013,-74.3470001
2008,2555,Tacoma,Washington,USA,2555: RoboRams,47.2551308,-122.4416428
2008,2556,Niceville,Florida,USA,2556: RadioActive Roaches,30.5206299,-86.4866562
2008,2557,Tacoma,Washington,USA,2557: SOTAbots,47.2551308,-122.4416428
2008,2559,Harrisburg,Pennsylvania,USA,2559: Normality Zero,40.2599297,-76.8823395
2008,2560,Grandview,Missouri,USA,2560: RoboDog,38.8892593,-94.5325394
2008,2574,St. Anthony Village,Minnesota,USA,2574: RoboHuskie,45.0295601,-93.2187576
2008,2576,Santiago,Regi=n Metropolitana de Santiago,Chile,2576: Chilean Heart,-33.4706001,-70.6728973
2008,2577,Basking Ridge,New Jersey,USA,2577: Pingry Robotics,40.7061386,-74.5481491
2008,2579,New York,New York,USA,2579: LIC Robodogs,40.7820015,-73.8317032
2008,2582,Lufkin,Texas,USA,2582: PantherBots,31.3423901,-94.7182617
2008,2583,Austin,Texas,USA,2583: RoboWarriors,30.2675896,-97.7429886
2008,2585,Bellaire,Texas,USA,2585: Impact,29.7027702,-95.4678879
2008,2586,Calumet,Michigan,USA,2586: Copper Bots,47.2859612,-88.4071732
2008,2587,Houston,Texas,USA,2587: DiscoBots,29.7604504,-95.3697815
2008,2590,Robbinsville,New Jersey,USA,2590: Nemesis,40.2270317,-74.6351624
2008,2591,Detroit,Michigan,USA,2591: RedTails,42.3316803,-83.0479965
2008,2594,Nampa,Idaho,USA,2594: Naskcorpions,43.5826111,-116.5696335
2008,2600,Oak Ridge,New Jersey,USA,2600: Team Falcon,41.0462494,-74.4856567
2008,2601,Flushing,New York,USA,2601: Steel Hawks,40.7642365,-73.8295898
2008,2603,Medina,Ohio,USA,2603: Highland Robotics,41.1403198,-81.8640213
2008,2604,Capac,Michigan,USA,2604: Metal and Soul,43.0126305,-82.9276581
2008,2605,Bellingham,Washington,USA,2605: Sehome Seamonsters,48.7523499,-122.4712219
2008,2606,Rosemount,Minnesota,USA,2606: Irish Robotics,44.7391891,-93.1242905
2008,2607,Warminster,Pennsylvania,USA,2607: The Fighting RoboVikings,40.205471,-75.1000671
2008,2609,Guelph,Ontario,Canada,2609: BeaverworX,43.5172997,-80.2176971
2008,2611,Jackson,Michigan,USA,2611: Jacktown Vectors,42.2447586,-84.4005203
2008,2612,Waterford,Michigan,USA,2612: The Corsairs,42.6699219,-83.3887482
2008,2613,Van Horn,Texas,USA,2613: PROTOBOTS,31.0415192,-104.8308029
2008,2614,Morgantown,West Virginia,USA,2614: MARS,39.6303711,-79.9578476
2008,2619,Midland,Michigan,USA,2619: The Charge,43.6170807,-84.2450638
2008,2620,Southgate,Michigan,USA,2620: Titans,42.2037697,-83.2063904
2008,2626,Sherbrooke,QuTbec,Canada,2626: Evolution,45.4021988,-71.9470978
2008,2630,Emek hefer,HaMerkaz (Central),Israel,2630: Thunderbolts,32.0735245,34.8722534
2008,2632,Amherst,Ohio,USA,2632: The Theoreticals,41.4092903,-82.2389984
2008,2634,Toronto,Ontario,Canada,2634: The Gryphons,43.6573982,-79.4328003
2008,2635,Lake Oswego,Oregon,USA,2635: Lake Monsters,45.4197388,-122.6676178
2008,2637,Rolling Hills Estates,California,USA,2637: Phantom Catz,33.7835884,-118.3538818
2008,2638,Great Neck,New York,USA,2638: Rebels,40.8007202,-73.7280121
2008,2640,Reidsville,North Carolina,USA,2640: HOTBOTZ,36.3595505,-79.6642303
2008,2641,Pittsburgh,Pennsylvania,USA,2641: PCCR,40.4383392,-79.997467
2008,2642,Winterville,North Carolina,USA,2642: Pitt Pirates,35.5279808,-77.4124374
2008,2643,San Jose,California,USA,2643: Dark Matter,37.3385811,-121.8855667
2008,2647,Phoenix,Arizona,USA,2647: Cyborg Mustangs,33.4482498,-112.075798
2008,2648,Oakland,Maine,USA,2648: Infinite Loop,44.5452194,-69.7169724
2008,2654,Roseau,Minnesota,USA,2654: Rams,48.8444214,-95.7683563
2008,2655,Colfax,North Carolina,USA,2655: The Flying Platypi,36.1122704,-80.0138626
2008,2656,Monroeville,Pennsylvania,USA,2656: Quasics,40.4364815,-79.7800903
2008,2657,Deming,New Mexico,USA,2657: Team Thundercats,32.2680817,-107.758667
2008,2658,San Diego,California,USA,2658: The Pedestrians,32.7156906,-117.1617203
2008,2659,Mission Hills,California,USA,2659: RoboWarriors,34.2675247,-118.4579315
2008,2660,Tulalip,Washington,USA,2660: Pengbots,48.0683517,-122.2883301
2008,2662,Tolleson,Arizona,USA,2662: Robo Krew,33.4502907,-112.2649078
2008,2667,Apple Valley,Minnesota,USA,2667: Knights of the Valley,44.7436218,-93.2175903
2008,2673,Detroit,Michigan,USA,2673: Tenacious Technicians,42.3316803,-83.0479965
2008,2676,Ecorse,Michigan,USA,2676: Ecorse Robo Raiders,42.2554398,-83.1393585
2008,2679,Jerusalem,Yerushalayim,Israel,"2679: Tiger Team, Leyada",31.7446213,35.0083046
2008,2682,Winterville,North Carolina,USA,2682: Boneyard Robotics,35.5279808,-77.4124374
2009,2702,Kitchener,Ontario,Canada,2702: Rebels,43.471199,-80.4869003
2009,2704,Batavia,Illinois,USA,2704: Order 2 Chaos,41.8499985,-88.3088226
2009,2705,Eden Prairie,Minnesota,USA,2705: WE ROBOT,44.8586617,-93.4601288
2009,2706,Ottawa,Ontario,Canada,2706: Merge Conflict,45.3891983,-75.6880035
2009,2707,St. Louis,Missouri,USA,2707: Team,38.6277504,-90.1995621
2009,2709,Chicago,Illinois,USA,2709: Iron Wolves,41.8842506,-87.6324463
2009,2713,Melrose,Massachusetts,USA,2713: iRaiders,42.4571686,-71.0640488
2009,2721,Lasara,Texas,USA,2721: Blue mite,26.4641209,-97.9115906
2009,2723,Oklahoma City,Oklahoma,USA,2723: Team Rocket,35.4720306,-97.5210724
2009,2725,Chicago,Illinois,USA,2725: Ice Princesses,41.8842506,-87.6324463
2009,2729,Marlton,New Jersey,USA,2729: Storm Robotics Team,39.8923302,-74.9190521
2009,2733,Portland,Oregon,USA,2733: Pigmice,45.5117912,-122.6756287
2009,2761,Fresno,California,USA,2761: IronHorse Robotics,36.7406807,-119.7857285
2009,2765,Norman,Oklahoma,USA,2765: Radioactive Robotics,35.2207603,-97.4466019
2009,2767,Kalamazoo,Michigan,USA,2767: Stryke Force,42.2915688,-85.5885086
2009,2771,Grandville,Michigan,USA,2771: Code Red Robotics the Stray Dogs,42.9069214,-85.7628937
2009,2773,Edmond,Oklahoma,USA,2773: IRONDOGZ,35.6548996,-97.4781265
2009,2781,Burbank,Illinois,USA,2781: RoboPRIDE,41.7483788,-87.7844696
2009,2783,Mount Washington,Kentucky,USA,2783: Engineers of Tomorrow,38.0422592,-85.5362625
2009,2785,Kent,Connecticut,USA,2785: Prometheus,41.7266998,-73.4726715
2009,2789,Manor,Texas,USA,2789: TEXPLOSION,30.3407993,-97.5561371
2009,2791,Latham,New York,USA,2791: Shaker Robotics,42.7441216,-73.7618179
2009,2795,Broken Arrow,Oklahoma,USA,2795: Ohm's Claw,36.0341682,-95.7948761
2009,2797,Clermont,Florida,USA,2797: Knight & Nerdy,28.5512905,-81.7663422
2009,2805,Waxahachie,Texas,USA,2805: Ghost in the Machine,32.3861198,-96.8484192
2009,2809,Kingston,Ontario,Canada,2809: K-Botics,44.2315292,-76.479332
2009,2811,Vancouver,Washington,USA,2811: StormBots,45.6322098,-122.6715622
2009,2813,Saratoga,California,USA,2813: Gear Heads,37.2710495,-122.0140076
2009,2815,Columbia,South Carolina,USA,2815: Blue Devil Mechanics,33.9988213,-81.045372
2009,2819,Oxon Hill,Maryland,USA,2819: Team Dynamite,38.8032799,-76.9904633
2009,2823,St Paul,Minnesota,USA,2823: The Automatons,44.943821,-93.0933228
2009,2825,Vadnais Heights,Minnesota,USA,2825: Roc Robotics,45.0646591,-93.0720901
2009,2826,Oshkosh,Wisconsin,USA,2826: Wave Robotics,44.02491,-88.5444336
2009,2827,Coronado,California,USA,2827: Crown City Robotics,32.6761894,-117.1708908
2009,2830,Milwaukee,Wisconsin,USA,2830: Riverside RoboTigers,43.0418091,-87.9068375
2009,2832,Livonia,Michigan,USA,2832: The Livonia  Warriors,42.3968582,-83.3695908
2009,2834,Bloomfield Hills,Michigan,USA,2834: Bionic Black Hawks,42.5842094,-83.2424469
2009,2836,Woodbury,Connecticut,USA,2836: Team Beta,41.5424385,-73.2084808
2009,2838,Chesterfield,Missouri,USA,2838: Eaglebots,38.653801,-90.5542831
2009,2839,Escondido,California,USA,2839: The Daedalus Project,33.1231613,-117.0821686
2009,2840,Paradise Valley,Arizona,USA,2840: Blue Tide,33.5311203,-111.9403305
2009,2844,Laveen,Arizona,USA,2844: Stampede Robotics,33.3629494,-112.1648178
2009,2846,Roseville,Minnesota,USA,2846: FireBears,45.0215797,-93.149292
2009,2847,Fairmont,Minnesota,USA,2847: The MegaHertz,43.6521606,-94.4601135
2009,2848,Dallas,Texas,USA,2848: The All Sparks,32.7781487,-96.7954025
2009,2849,Columbia,Maryland,USA,2849: Ursa Major,39.2091599,-76.8673096
2009,2851,Sterling Heights,Michigan,USA,2851: Crevolution,42.593399,-83.0135574
2009,2852,St. Catharines,Ontario,Canada,2852: DM High Voltage,43.1381989,-79.2254028
2009,2853,Mililani,Hawaii,USA,2853: Hot Spot Robotics,21.4539204,-158.0076447
2009,2854,San Jose,California,USA,2854: The Prototypes,37.3385811,-121.8855667
2009,2855,Saint Paul,Minnesota,USA,2855: BEASTBOT,44.943821,-93.0933228
2009,2856,Lexington,Kentucky,USA,2856: Planetary Drive,38.0485916,-84.5003204
2009,2861,Lake City,Minnesota,USA,2861: Infinity's End,44.4493103,-92.2665634
2009,2867,Elkhart,Indiana,USA,2867: ElkLogics,41.6867599,-85.9756699
2009,2869,Bethpage,New York,USA,2869: Regal Eagles,40.742981,-73.4779587
2009,2872,Old Westbury,New York,USA,2872: CyberCats,40.7812309,-73.6003036
2009,2874,Grain Valley,Missouri,USA,2874: Iron Eagles,39.0168419,-94.198143
2009,2875,Cold Spring Harbor,New York,USA,2875: CyberHawks,40.8706818,-73.458313
2009,2876,Burlington,Massachusetts,USA,2876: Devilbotz,42.5058212,-71.1937637
2009,2877,Newton,Massachusetts,USA,2877: LigerBots,42.3305092,-71.1994934
2009,2879,St. Louis Park,Minnesota,USA,2879: Orange Thunder,44.9484787,-93.3433914
2009,2881,Austin,Texas,USA,2881: Lady Cans,30.2675896,-97.7429886
2009,2882,Katy,Texas,USA,2882: Nuts n Boltz,29.7674007,-95.8287964
2009,2883,Warroad,Minnesota,USA,2883: F.R.E.D (Fighting Rednecks Engineering and Design),48.9071999,-95.3201065
2009,2890,Chesapeake,Virginia,USA,2890: The Hawk Collective,36.7142906,-76.2478409
2009,2895,Far Rockaway,New York,USA,2895: Blazenbots,40.6006851,-73.750885
2009,2896,Honolulu,Hawaii,USA,2896: MechaMonarchs,21.3048496,-157.8577576
2009,2897,Waco,Texas,USA,2897: Raven Robotics,31.5718193,-97.149498
2009,2900,Washington,District of Columbia,USA,2900: The Mighty Penguins,38.8903694,-77.0319595
2009,2903,Arlington,Washington,USA,2903: NeoBots,48.1942902,-122.1264114
2009,2905,Istanbul,Istanbul,Turkey,2905: Sultans of Turkiye,41.06073,28.9877701
2009,2906,Spanaway,Washington,USA,2906: Sentinel Prime Robotics,47.0648994,-122.4102173
2009,2907,Auburn,Washington,USA,2907: Lion Robotics,47.3073997,-122.2304077
2009,2909,Rochester,Indiana,USA,2909: Zebra Bots,41.0649109,-86.2152634
2009,2910,Mill Creek,Washington,USA,2910: Jack in the Bot,47.8572006,-122.2203903
2009,2911,Washington,District of Columbia,USA,2911: CoolBots,38.8903694,-77.0319595
2009,2912,Washington,District of Columbia,USA,2912: Panthers,38.8903694,-77.0319595
2009,2914,Washington,District of Columbia,USA,2914: TIGER PRIDE,38.8903694,-77.0319595
2009,2915,Portland,Oregon,USA,2915: Riverdale Robotics/Pandamonium,45.5117912,-122.6756287
2009,2916,Palm Bay,Florida,USA,2916: Bionic Bears,27.9995403,-80.6726303
2009,2918,Jasper,Alabama,USA,2918: Gearheads,33.8312798,-87.2812119
2009,2923,Rosalia,Washington,USA,2923: Aggies,47.2342796,-117.3704681
2009,2926,Wapato,Washington,USA,2926: Robo Sparks,46.4477882,-120.4205093
2009,2927,Graham,Washington,USA,2927: Pi Rho Techs,47.0557594,-122.2947693
2009,2928,Seattle,Washington,USA,2928: Viking Robotics,47.603569,-122.3294525
2009,2929,Puyallup,Washington,USA,2929: JAGBOTS,47.1904411,-122.295639
2009,2930,Snohomish,Washington,USA,2930: Sonic Squirrels,47.9123993,-122.0930634
2009,2935,Toronto,Ontario,Canada,2935: NACI Robotics,43.6573982,-79.4328003
2009,2942,Seattle,Washington,USA,2942: Panda ER,47.603569,-122.3294525
2009,2944,Spokane,Washington,USA,2944: Titanium Tigers,47.6572609,-117.4122772
2009,2945,Manitou Springs,Colorado,USA,2945: Steel Mustangs,38.8574295,-104.9133606
2009,2950,Waco,Texas,USA,2950: Devastators,31.5718193,-97.149498
2009,2957,Alden,Minnesota,USA,2957: Knights,43.672451,-93.5752411
2009,2959,Coloma,Michigan,USA,2959: Robotarians,42.1864395,-86.3062897
2009,2960,birmingham,Michigan,USA,2960: automation nation,42.5459213,-83.2155075
2009,2961,Washington,District of Columbia,USA,2961: Crimson Tide Engineers,38.8903694,-77.0319595
2009,2963,Washington,District of Columbia,USA,2963: AnaDroids,38.8903694,-77.0319595
2009,2964,Washington,District of Columbia,USA,2964: Robopanthers,38.8903694,-77.0319595
2009,2966,Pharr,Texas,USA,2966: Tiger Tech,26.1947899,-98.1832428
2009,2969,San Antonio,Texas,USA,2969: Hurricane Robotics,29.4245796,-98.4946136
2009,2972,Lafayette,Colorado,USA,2972: RC Dawson,39.9882813,-105.0905228
2009,2973,Madison,Alabama,USA,2973: Mad Rockers,34.7058792,-86.7509537
2009,2974,Marietta,Georgia,USA,2974: Walton Robotics,33.9531898,-84.5458832
2009,2976,Sammamish,Washington,USA,2976: Spartabots,47.6137314,-122.0353775
2009,2977,La Crescent,Minnesota,USA,2977: Sir Lancer Bots,43.8470993,-91.3080978
2009,2978,St. Louis,Missouri,USA,2978: Cavaliers,38.6277504,-90.1995621
2009,2980,Oak Harbor,Washington,USA,2980: The Whidbey Island Wild Cats,48.2904396,-122.6475906
2009,2984,La Jolla,California,USA,2984: The Vikings,32.8370476,-117.2553864
